FIPS,GEOID,STATE,A01001B_001,A01001B_002,A01001B_003,A01001B_004,A01001B_005,A01001B_006,A01001B_007,A01001B_008,A01001B_009,A01001B_010,A01001B_011,A01001B_012
45049,05000US45049,45,19807,18708,17596,16251,15461,13852,11271,8768,6172,3485,1357,431
45051,05000US45051,45,320915,305089,288795,271299,260978,236117,197514,161212,120181,71237,24440,5480
45053,05000US45053,45,27900,26229,24443,22627,21995,19532,15582,12058,8737,4761,1494,525
45055,05000US45055,45,64361,60790,57068,51973,49345,44533,37228,29397,20670,11340,4419,1178
45057,05000US45057,45,89546,84193,78512,72988,69937,63667,53058,40997,29359,18004,6765,1562
45059,05000US45059,45,66710,62890,58768,54532,52002,45666,37888,30303,21113,11730,4797,1566
45061,05000US45061,45,17606,16703,15859,14640,14005,12169,10049,7961,5616,3055,1220,330
45063,05000US45063,45,286316,269321,250911,230942,219265,196774,158331,120900,80988,42994,16580,4634
45065,05000US45065,45,9606,9329,9031,8672,8413,7924,6883,5887,4691,3103,1097,149
45067,05000US45067,45,31562,29576,27638,25457,24255,21699,18029,14457,10505,5787,2168,526
45069,05000US45069,45,27131,25709,24193,22650,21601,19348,15462,11921,8163,4540,1673,356
45071,05000US45071,45,38068,35748,33137,31133,29629,25993,21685,17329,12513,7122,2891,871
45073,05000US45073,45,76696,72673,68291,63924,61189,55310,46766,38674,28834,17204,6787,1613
45075,05000US45075,45,88454,83452,78096,72235,68782,59168,48709,39726,28536,16249,6556,1862
45077,05000US45077,45,122746,116526,109766,103251,99057,77375,62814,49596,34487,19478,8017,1847
45079,05000US45079,45,408263,384410,359826,335214,319982,254597,194110,143931,94904,48691,18143,4893
45081,05000US45081,45,20299,19050,17707,16554,15837,14069,12002,9477,6683,3818,1623,468
45083,05000US45083,45,302195,283872,264085,243931,231739,203339,163676,127082,85819,47462,18960,5084
45085,05000US45085,45,106995,99941,92697,85301,80987,69833,55249,43218,29909,16592,6889,1793
45087,05000US45087,45,27644,26099,24446,22817,21699,19591,16560,13401,9536,5353,2197,510
45089,05000US45089,45,31794,30141,28206,26252,24981,22346,18557,14968,10845,6103,2341,583
45091,05000US45091,45,258641,242605,224953,206184,195246,173104,141021,105296,67883,35425,13150,2911
46003,05000US46003,46,2759,2534,2392,2169,1998,1809,1473,1200,846,539,252,87
46005,05000US46005,46,18374,16975,15455,14144,13505,12312,9624,7714,5681,3041,1500,499
46007,05000US46007,46,3437,3167,2814,2405,2215,1901,1475,1140,742,396,223,36
46009,05000US46009,46,6969,6630,6211,5894,5634,5057,4136,3336,2434,1453,770,288
46011,05000US46011,46,34239,32112,30166,28371,27295,18145,13453,10208,7101,3823,1693,465
46013,05000US46013,46,38840,36367,33681,31172,29564,25551,20363,16106,11505,6439,3129,1063
46015,05000US46015,46,5256,4923,4566,4162,3921,3555,3008,2466,1791,910,448,169
46017,05000US46017,46,2053,1820,1618,1428,1284,1041,797,586,361,172,42,6
46019,05000US46019,46,10177,9552,8814,8157,7714,6951,5766,4742,3580,1977,844,349
46021,05000US46021,46,1435,1373,1272,1219,1145,1080,946,835,612,357,168,34
46023,05000US46023,46,9344,8571,7826,7017,6577,5745,4794,3897,2887,1698,870,333
46025,05000US46025,46,3673,3335,3079,2856,2718,2476,2033,1706,1315,761,356,125
46027,05000US46027,46,13925,13212,12600,11886,11528,6961,5183,3995,2861,1608,682,279
46029,05000US46029,46,27993,26209,24238,22385,21281,18952,15319,12049,8542,4616,2229,795
46031,05000US46031,46,4168,3732,3344,2878,2672,2311,1793,1363,915,446,180,53
46033,05000US46033,46,8573,8241,7880,7508,7219,6792,6059,5302,4178,2392,847,194
46035,05000US46035,46,19901,18757,17501,16245,15384,13440,10883,8534,6205,3525,1790,676
46037,05000US46037,46,5506,5205,4813,4527,4311,3932,3411,2910,2270,1394,665,224
46039,05000US46039,46,4306,4048,3806,3476,3302,3023,2581,2125,1581,913,421,145
46041,05000US46041,46,5779,5073,4498,3975,3676,3103,2404,1798,1148,552,214,31
46043,05000US46043,46,2930,2735,2561,2370,2252,2071,1779,1552,1197,692,355,179
46045,05000US46045,46,3940,3688,3358,3134,2975,2694,2276,1884,1389,787,411,143
46047,05000US46047,46,6774,6467,6207,5816,5583,5168,4635,4022,3045,1797,768,238
46049,05000US46049,46,2322,2139,2000,1874,1814,1648,1454,1251,946,589,300,172
46051,05000US46051,46,7217,6843,6319,5878,5570,5060,4446,3495,2586,1450,663,188
46053,05000US46053,46,4201,3943,3647,3373,3214,2950,2572,2119,1688,1021,521,178
46055,05000US46055,46,2082,1986,1862,1692,1588,1463,1268,1067,838,501,288,91
46057,05000US46057,46,6000,5446,4959,4416,4116,3671,3018,2379,1712,966,452,108
46059,05000US46059,46,3301,3102,2852,2687,2588,2339,2022,1700,1306,793,457,153
46061,05000US46061,46,3397,3115,2834,2500,2322,2070,1757,1340,932,500,138,42
46063,05000US46063,46,1311,1241,1141,1095,1014,912,751,603,427,233,82,9
46065,05000US46065,46,17617,16353,14905,14031,13396,12158,9624,7564,5372,2830,1261,470
46067,05000US46067,46,7315,6736,6277,5800,5510,4993,4301,3570,2750,1685,957,458
46069,05000US46069,46,1331,1232,1158,1105,1053,986,874,746,589,346,201,72
46071,05000US46071,46,3287,2914,2672,2386,2257,1869,1497,1212,859,467,192,67
46073,05000US46073,46,2029,1928,1767,1646,1600,1493,1321,1124,943,548,291,99
46075,05000US46075,46,735,723,682,653,634,604,546,490,395,180,110,15
46077,05000US46077,46,4967,4655,4331,4053,3873,3541,3034,2516,1922,1111,540,238
46079,05000US46079,46,12574,11804,11250,10388,9981,8591,7337,6103,4722,2533,879,297
46081,05000US46081,46,25234,24144,22864,21513,20718,17488,14489,11885,9083,5079,2155,654
46083,05000US46083,46,54914,50662,45936,41471,39219,35200,27082,18798,12286,6393,2474,818
46085,05000US46085,46,3869,3535,3229,2941,2756,2400,1974,1518,1131,593,268,91
46087,05000US46087,46,5511,5098,4637,4255,4006,3615,3055,2441,1796,1031,508,212
46089,05000US46089,46,2364,2208,2089,1949,1890,1753,1530,1288,1049,692,421,201
46091,05000US46091,46,4895,4437,4119,3790,3586,3270,2687,2226,1698,979,429,128
46093,05000US46093,46,27424,25780,23875,21843,20907,17893,14075,10676,7508,3870,1476,474
46095,05000US46095,46,2055,1905,1653,1465,1401,1252,972,819,569,306,129,39
46097,05000US46097,46,2229,2094,1907,1749,1661,1552,1320,1090,822,470,256,103
46099,05000US46099,46,186749,172260,159370,146472,139458,122420,92616,68702,45875,23211,9466,3365
46101,05000US46101,46,6506,6069,5577,5126,4870,4425,3686,3027,2158,1170,552,121
46102,05000US46102,46,14335,12858,11438,9806,9002,7219,5148,3611,2107,977,375,60
46103,05000US46103,46,109294,101978,94647,87751,83715,74429,59321,46681,33874,18279,7339,2242
46105,05000US46105,46,2907,2721,2550,2397,2282,2054,1804,1497,1177,664,349,116
46107,05000US46107,46,2326,2151,2023,1897,1821,1677,1463,1283,1046,648,315,131
46109,05000US46109,46,10285,9484,8697,7948,7487,6558,5540,4545,3316,1963,854,233
46111,05000US46111,46,2388,2208,2058,1941,1860,1661,1380,1123,850,449,199,81
46115,05000US46115,46,6543,6142,5750,5296,4940,4464,3780,3144,2372,1323,693,239
46117,05000US46117,46,2997,2773,2546,2328,2239,2080,1752,1379,994,549,174,35
46119,05000US46119,46,1331,1277,1202,1069,1014,911,821,679,469,299,141,32
46121,05000US46121,46,10146,8895,7747,6676,6057,4959,3587,2510,1581,761,275,71
46123,05000US46123,46,5468,5115,4851,4432,4230,3860,3346,2814,2035,1206,628,184
46125,05000US46125,46,8264,7761,7256,6624,6294,5781,4916,3949,2928,1677,829,317
46127,05000US46127,46,15177,14307,13360,12186,11512,10427,8639,6715,4655,2559,1061,391
46129,05000US46129,46,5510,5161,4727,4431,4217,3886,3313,2644,2085,1289,655,212
46135,05000US46135,46,22717,21357,20060,18668,17884,15837,13198,10511,7296,4078,1912,617
46137,05000US46137,46,2814,2616,2368,2081,1914,1594,1287,887,555,252,104,29
47001,05000US47001,47,75775,71700,67026,62654,59771,53973,45143,36173,25815,14731,6353,1732
47003,05000US47003,47,47558,44387,41210,37365,35309,31370,25196,19185,12786,7021,2701,904
47005,05000US47005,47,16112,15371,14571,13664,13034,11823,10376,8547,6269,3849,1563,499
47007,05000US47007,47,14602,13999,13434,12743,12233,11151,9236,7106,4777,2648,1005,210
47009,05000US47009,47,128443,121986,114786,106973,101898,91726,77175,61571,43148,25022,10145,2745
47011,05000US47011,47,104557,98575,92212,85528,81352,70942,58113,44843,30458,17356,7210,1949
47013,05000US47013,47,39687,37500,35374,32947,31471,28540,24040,19222,13552,8030,3353,752
47015,05000US47015,47,13976,13240,12128,11506,11007,9985,8154,6539,4498,2564,1043,331
47017,05000US47017,47,28018,26284,24770,23063,22038,19392,16171,13154,9354,5555,2284,757
47019,05000US47019,47,56391,53880,51198,47647,45677,41563,34814,28105,19999,11746,4933,1243
47021,05000US47021,47,39929,37820,35429,32561,30855,27794,22804,17667,11348,5654,2030,439
47023,05000US47023,47,17150,16190,15385,14057,13285,10998,9054,7118,4964,2840,1203,393
47025,05000US47025,47,31613,30054,28540,26727,25647,22591,18719,14994,10643,6051,2328,728
47027,05000US47027,47,7686,7298,6822,6400,6157,5595,4875,4085,2961,1842,754,100
47029,05000US47029,47,35336,33527,31639,29273,27991,25408,21709,17614,12587,7161,2734,553
47031,05000US47031,47,54531,51087,47202,43585,41398,37095,30433,23849,16455,9327,4040,1024
47033,05000US47033,47,14499,13615,12533,11560,11008,9846,8110,6455,4535,2645,1100,357
47035,05000US47035,47,58634,55822,52423,49806,48065,44437,38512,33041,26117,17521,7267,1391
47037,05000US47037,47,684017,637575,595960,559258,538527,469943,334993,241357,158567,79891,32142,9452
47039,05000US47039,47,11683,11078,10352,9601,9195,8344,7232,5918,4402,2710,1150,307
47041,05000US47041,47,19601,18523,17288,16168,15342,13958,11586,9074,6342,3527,1345,397
47043,05000US47043,47,51988,48788,45874,41951,39709,35558,29035,22537,15046,8051,3164,798
47045,05000US47045,47,37576,35329,32960,30226,28564,25465,21110,16482,11264,6341,2616,884
47047,05000US47047,47,39692,37650,35593,33193,31726,28923,24585,19997,14492,7948,3033,644
47049,05000US47049,47,17994,16931,15941,14821,14078,12736,10968,8997,6477,3729,1347,257
47051,05000US47051,47,41512,39455,36937,34651,32982,28358,23957,19156,13987,7927,3266,754
47053,05000US47053,47,49175,46014,42773,39458,37257,33235,27603,21625,15135,8718,3923,1169
47055,05000US47055,47,29167,27521,25962,24136,23067,20590,17368,14134,10015,5670,2221,531
47057,05000US47057,47,23013,21922,20547,19190,18217,16516,14111,11374,7936,4498,1726,332
47059,05000US47059,47,68669,65370,62233,57783,55227,49378,42258,33936,24278,14283,5823,1330
47061,05000US47061,47,13331,12573,11760,10900,10374,9339,7879,6294,4543,2721,1074,155
47063,05000US47063,47,63740,59864,56064,51531,48903,43649,36449,28422,19625,11409,4664,1081
47065,05000US47065,47,357546,336828,315814,294866,282626,250470,199814,155345,108502,60258,25796,7953
47067,05000US47067,47,6585,6250,5813,5480,5245,4783,4043,3253,2366,1319,542,160
47069,05000US47069,47,25562,24586,23166,21473,20577,18176,14647,11365,7818,4480,1821,441
47071,05000US47071,47,25771,24453,23080,21445,20402,18584,15929,13001,9392,5638,2387,546
47073,05000US47073,47,56402,53573,50474,46982,44836,40657,34468,27890,19584,11261,4374,1032
47075,05000US47075,47,17779,16733,15492,14403,13690,12312,10140,8136,5722,3067,1217,449
47077,05000US47077,47,27859,26360,24339,22539,21430,19334,16205,12576,8697,4888,1955,404
47079,05000US47079,47,32279,30580,28597,26716,25542,23346,20044,16336,11947,7207,2972,609
47081,05000US47081,47,24678,23322,22105,20406,19319,17309,14179,11018,7410,4044,1630,323
47083,05000US47083,47,8176,7771,7240,6707,6385,5752,4835,3919,2845,1724,673,149
47085,05000US47085,47,18318,17397,16270,15208,14530,13036,10999,8682,6141,3486,1446,375
47087,05000US47087,47,11615,11112,10580,9902,9478,8574,7402,6054,4419,2492,952,177
47089,05000US47089,47,53247,50690,47485,44494,42377,37486,31663,25503,17954,10312,4059,1057
47091,05000US47091,47,17789,17069,16448,15375,14826,13568,11444,9103,6436,3902,1553,419
47093,05000US47093,47,456185,429889,402538,375797,359359,304091,242562,185773,126196,69073,28440,8314
47095,05000US47095,47,7526,7219,6839,6600,6388,5661,4410,3232,2090,1141,502,133
47097,05000US47097,47,26297,24814,23197,21361,20245,17932,14319,10887,7300,3997,1554,355
47099,05000US47099,47,42937,40057,37003,34029,32139,28888,23846,18954,13005,7567,3234,1020
47101,05000US47101,47,11956,11299,10528,9774,9279,8440,7149,5797,4269,2468,944,126
47103,05000US47103,47,33711,31998,30080,27523,26179,23743,20171,16038,11424,6351,2698,677
47105,05000US47105,47,51610,48915,46040,43167,41359,37764,32763,27302,20858,13135,5239,1171
47107,05000US47107,47,52773,49909,47031,43497,41463,37212,31207,24792,17547,10108,4169,861
47109,05000US47109,47,25903,24514,22789,21231,20155,18151,15319,12247,8787,5253,2121,578
47111,05000US47111,47,23487,21802,20241,18690,17769,15821,12755,10035,6748,3666,1417,386
47113,05000US47113,47,97682,91560,86049,79396,75505,64890,52646,41372,28724,15556,6397,1872
47115,05000US47115,47,28417,26756,25155,23450,22373,20293,16944,13569,9656,5433,2113,453
47117,05000US47117,47,32269,30379,28091,26078,24599,22158,18199,13949,9465,5034,1908,481
47119,05000US47119,47,89776,83825,78143,72127,68751,61854,49852,38208,26356,13716,5344,1445
47121,05000US47121,47,11962,11321,10788,9904,9393,8589,7383,5956,4233,2462,841,158
47123,05000US47123,47,45876,43264,40618,37782,35948,32369,27406,22058,15840,9357,3446,863
47125,05000US47125,47,196387,179691,164994,151029,143435,121101,83274,57410,35565,17496,6715,1720
47127,05000US47127,47,6322,5978,5583,5284,5055,4553,3965,3198,2286,1351,537,150
47129,05000US47129,47,21596,20577,19681,18252,17467,15651,12655,9689,6476,3573,1382,405
47131,05000US47131,47,30520,28784,27121,25074,23828,21372,18203,14487,10354,5979,2512,742
47133,05000US47133,47,22004,20789,19416,17974,17099,15396,13077,10448,7464,4362,1730,340
47135,05000US47135,47,7912,7380,6940,6503,6162,5571,4690,3777,2778,1613,644,174
47137,05000US47137,47,5088,4865,4625,4334,4143,3822,3405,2842,2137,1349,556,77
47139,05000US47139,47,16782,16011,15150,14063,13394,12198,10483,8479,5891,3366,1326,242
47141,05000US47141,47,76440,71989,67837,63219,60418,49030,39485,30823,21615,12617,5159,1404
47143,05000US47143,47,32628,30580,28474,26322,25040,22054,18271,14544,10182,5849,2313,520
47145,05000US47145,47,52897,50554,47764,44894,42844,38937,33483,27739,20139,11618,4763,1188
47147,05000US47147,47,69344,64936,60405,55354,52271,46897,38163,29114,19164,9753,3759,808
47149,05000US47149,47,307128,286853,264602,243571,230671,191804,146799,103290,62921,30572,11283,2888
47151,05000US47151,47,21954,20619,19173,17563,16595,14883,12297,9348,6357,3562,1393,398
47153,05000US47153,47,14730,13984,13205,12179,11587,10507,8832,7002,4998,2871,1109,198
47155,05000US47155,47,96287,91120,85814,79770,76153,68380,56873,45445,31835,17934,6821,1915
47157,05000US47157,47,937005,870329,807847,740113,700758,609836,473788,355624,235019,118566,46414,14056
47159,05000US47159,47,19458,18376,17092,15816,14954,13445,11178,8927,5916,3137,1163,284
47161,05000US47161,47,13301,12529,11870,11004,10493,9525,8074,6581,4600,2617,998,193
47163,05000US47163,47,156734,148948,140381,131684,125986,113841,96649,78209,55815,33114,14257,3853
47165,05000US47165,47,179473,168519,156047,144056,136432,122537,100413,76268,50558,27276,10526,3140
47167,05000US47167,47,61446,57655,53115,48921,46060,40804,33020,25260,16506,8469,3272,851
47169,05000US47169,47,9573,8979,8416,7967,7677,6585,4893,3762,2511,1351,466,118
47171,05000US47171,47,17780,17055,16104,15153,14539,13175,11332,9337,6876,4130,1789,382
47173,05000US47173,47,19293,18227,17102,15795,15071,13615,11359,9052,6261,3370,1247,281
47175,05000US47175,47,5704,5411,5168,4832,4638,4247,3704,3013,2212,1262,449,106
47177,05000US47177,47,40454,38022,35426,32527,30843,27721,22907,17653,12291,6929,2839,664
47179,05000US47179,47,127055,120549,113926,106619,102358,86775,71078,55766,39050,22227,9166,2518
47181,05000US47181,47,16649,15837,14885,14112,13510,12196,10004,7820,5431,3134,1306,280
47183,05000US47183,47,33626,31902,30164,28260,27061,21485,17922,14385,10215,5951,2685,824
47185,05000US47185,47,26580,25012,23611,21638,20651,18661,15685,12619,8936,5263,2226,531
47187,05000US47187,47,218648,205568,188388,169597,158117,141690,121631,89448,55176,27140,10119,2609
47189,05000US47189,47,132663,124697,115424,106457,100854,90948,75592,57239,37623,20031,7278,1541
48001,05000US48001,48,57863,54872,51887,48611,46648,42009,33188,23283,15024,8199,3340,859
48003,05000US48003,48,17818,16267,14633,13184,12299,10610,7930,5737,3603,1843,800,237
48005,05000US48005,48,87607,81596,75119,68799,64914,57243,46031,35463,24243,13627,5859,1941
48007,05000US48007,48,24763,23556,22312,20933,20044,18136,16126,13643,10403,6581,2752,633
48009,05000US48009,48,8789,8359,7911,7273,6877,6181,5300,4324,3042,1694,786,197
48011,05000US48011,48,1916,1795,1701,1595,1520,1413,1216,1010,739,400,168,57
48013,05000US48013,48,48828,45244,41616,37587,35266,30916,24608,18538,12637,6921,2827,737
48015,05000US48015,48,29565,27785,25825,23707,22460,20134,16795,13520,9699,5394,2151,619
48017,05000US48017,48,7092,6601,5946,5538,5068,4407,3467,2541,1826,1000,506,90
48019,05000US48019,48,21763,20899,20019,18767,18004,16678,14754,12667,9742,5633,2161,448
48021,05000US48021,48,82577,77120,71819,65219,61481,54428,45052,34710,23518,11725,4130,1182
48023,05000US48023,48,3591,3413,3149,2941,2791,2529,2257,1903,1436,872,434,99
48025,05000US48025,48,32691,30767,28897,26899,25742,22241,16565,11775,7388,3879,1656,499
48027,05000US48027,48,342236,312597,286072,261240,247128,206845,148533,104706,67640,35199,14091,4158
48029,05000US48029,48,1925865,1787243,1648372,1509201,1426741,1224170,918812,660751,426074,223805,91238,26143
48031,05000US48031,48,11279,10818,10246,9641,9222,8463,7609,6343,4778,2697,991,212
48033,05000US48033,48,665,575,558,528,493,463,373,312,254,173,68,19
48035,05000US48035,48,18122,17152,16223,14929,14222,12989,11264,9431,7139,4428,1903,526
48037,05000US48037,48,93858,87798,81722,75246,71596,63489,50958,38421,26635,14992,6381,1725
48039,05000US48039,48,353999,328986,301162,275165,259486,230216,180479,128676,80900,39980,15201,3659
48041,05000US48041,48,219193,205647,193651,181018,174024,115287,80254,56629,36742,18907,7730,2121
48043,05000US48043,48,9216,8729,8222,7693,7434,6732,5572,4349,3329,1987,772,153
48045,05000US48045,48,1546,1464,1397,1323,1255,1096,946,797,582,364,182,33
48047,05000US48047,48,7180,6679,6185,5682,5335,4143,3312,2511,1764,1113,464,52
48049,05000US48049,48,37834,35781,33623,30899,29211,25722,21305,17097,12380,7236,3107,798
48051,05000US48051,48,17863,16771,15619,14610,13863,12396,10410,8410,6308,3628,1525,405
48053,05000US48053,48,45750,43327,40825,37783,35896,32115,27687,22404,16933,9939,4009,955
48055,05000US48055,48,41401,38824,35881,33275,31311,26495,20978,15859,10750,5562,2215,725
48057,05000US48057,48,21807,20319,18786,17283,16361,14475,11680,9150,6418,3669,1593,552
48059,05000US48059,48,13770,13037,12238,11120,10549,9637,8117,6643,4818,2751,1186,259
48061,05000US48061,48,421750,386098,350286,313407,290683,245532,194147,141857,94837,54181,23931,6399
48063,05000US48063,48,12813,11860,10899,9990,9414,8345,6945,5627,3931,2301,966,258
48065,05000US48065,48,6032,5667,5232,4777,4491,4032,3328,2622,1883,1057,461,125
48067,05000US48067,48,30087,28605,26647,24485,23275,21139,17983,14669,10742,6474,2821,773
48069,05000US48069,48,7787,7183,6418,5844,5508,4717,3932,2969,2113,1151,473,149
48071,05000US48071,48,40292,37498,34248,31108,29005,25562,20276,14787,9127,4408,1577,376
48073,05000US48073,48,51903,48252,44355,40920,38680,33820,27764,21634,15128,8775,3704,1039
48075,05000US48075,48,7226,6881,6497,6088,5878,4958,3145,2267,1666,955,519,136
48077,05000US48077,48,10387,9923,9316,8641,8234,7494,6510,5356,4014,2311,971,250
48079,05000US48079,48,2904,2689,2442,2234,2083,1868,1421,1075,798,440,218,30
48081,05000US48081,48,3275,3172,3047,2768,2596,2467,2255,1829,1364,892,400,96
48083,05000US48083,48,8391,7887,7348,6831,6562,6141,5152,4330,3345,2010,890,142
48085,05000US48085,48,944350,884492,814656,738296,693356,616730,495977,344047,200384,98040,35329,8528
48087,05000US48087,48,2996,2811,2620,2375,2270,2003,1682,1299,948,542,229,105
48089,05000US48089,48,21022,19659,18371,16878,16128,14336,12282,10049,7609,4463,1996,640
48091,05000US48091,48,135097,127242,119131,109776,104157,93869,78883,62684,43923,23967,9210,2728
48093,05000US48093,48,13495,12733,11924,11024,10472,9440,8162,6724,5078,3261,1435,347
48095,05000US48095,48,4233,4112,3924,3791,3692,2990,2488,1900,1257,755,327,102
48097,05000US48097,48,39571,36894,34267,31827,30067,26634,21816,17590,12658,7044,2933,779
48099,05000US48099,48,75389,70036,65286,60140,57580,47257,32834,21957,13528,7013,2789,819
48101,05000US48101,48,1623,1457,1320,1162,1076,1033,853,774,545,350,141,39
48103,05000US48103,48,4839,4458,4077,3604,3333,2886,2247,1673,1104,581,251,55
48105,05000US48105,48,3633,3330,3009,2800,2649,2399,1871,1507,994,539,203,40
48107,05000US48107,48,5861,5461,5068,4534,4270,3753,3110,2385,1805,1058,498,124
48109,05000US48109,48,2241,2046,1890,1780,1705,1581,1207,1034,740,428,211,71
48111,05000US48111,48,7243,6551,5917,5254,4962,4379,3236,2556,1529,751,329,74
48113,05000US48113,48,2586552,2390700,2196018,2007949,1898783,1648710,1227183,867890,539896,263792,103680,29824
48115,05000US48115,48,12964,12112,11372,10305,9800,8277,6120,4490,3157,1848,871,261
48117,05000US48117,48,18899,17236,15657,13911,12963,11100,8728,6414,4339,2316,1037,302
48119,05000US48119,48,5215,4900,4618,4240,3995,3565,3049,2508,1861,1042,429,136
48121,05000US48121,48,807047,754621,696497,637286,601971,526185,405680,280659,163094,76665,26337,6163
48123,05000US48123,48,20435,19133,17755,16621,15810,14552,12106,9267,6779,3930,1829,536
48125,05000US48125,48,2216,2107,2004,1831,1736,1603,1403,1080,834,513,237,33
48127,05000US48127,48,10663,9648,8902,7921,7468,6534,5190,3733,2810,1734,807,292
48129,05000US48129,48,3387,3225,3030,2786,2701,2257,1931,1609,1241,789,362,75
48131,05000US48131,48,11355,10542,9833,8817,8393,7254,5821,4524,3246,2025,924,215
48133,05000US48133,48,18270,17291,16142,15134,14529,12553,10786,8734,6727,4107,1892,658
48135,05000US48135,48,158342,143816,130518,117775,110748,93728,67597,47789,30679,14971,6317,1854
48137,05000US48137,48,2055,1935,1803,1740,1708,1495,1355,1192,825,569,235,16
48139,05000US48139,48,168838,157446,144620,131500,123325,108071,86637,64365,41426,20837,7897,1748
48141,05000US48141,48,837654,772472,711320,644475,605179,508397,385033,280234,183017,97464,42887,12292
48143,05000US48143,48,41482,39033,36482,34126,32738,23659,18604,14430,10103,5718,2394,782
48145,05000US48145,48,17299,16257,15235,14177,13622,12035,9569,7655,5234,2983,1383,479
48147,05000US48147,48,34175,32453,30480,28221,26931,24052,19886,15848,11016,6445,2822,874
48149,05000US48149,48,25066,23810,22277,20737,19860,18026,15709,13091,10054,6023,2746,776
48151,05000US48151,48,3883,3621,3438,3232,3076,2718,2325,1894,1439,892,404,88
48153,05000US48153,48,5872,5491,5105,4588,4293,3823,3142,2409,1826,1097,524,158
48155,05000US48155,48,1408,1346,1281,1194,1146,1047,960,779,565,379,217,57
48157,05000US48157,48,739342,687687,629465,569961,533858,472198,380920,267586,163233,74854,25231,6398
48159,05000US48159,48,10679,10092,9420,8580,8076,7260,6194,5065,3743,2221,938,183
48161,05000US48161,48,19709,18556,17198,15994,15163,13854,11220,8747,6399,3787,1655,417
48163,05000US48163,48,19394,18228,17046,15872,14775,12088,8535,6150,4056,2381,1025,184
48165,05000US48165,48,20321,18131,16283,14131,13037,11142,8286,5891,3686,1765,793,248
48167,05000US48167,48,327089,305916,284121,260683,246824,218621,174934,132065,87949,44264,17023,4396
48169,05000US48169,48,6288,6019,5781,5507,5237,4597,3522,2350,1463,781,373,69
48171,05000US48171,48,26208,24906,23608,21986,21002,19255,17131,14522,11650,7611,3691,1092
48173,05000US48173,48,1430,1362,1293,1166,1092,876,754,525,391,173,86,17
48175,05000US48175,48,7531,7219,6693,6163,5915,5257,4585,3829,2835,1615,774,91
48177,05000US48177,48,20667,19160,17591,15992,15079,13288,10818,8553,6030,3332,1429,374
48179,05000US48179,48,22685,21044,19413,17796,16865,15109,11990,8969,6186,3568,1706,573
48181,05000US48181,48,128560,120494,112227,103127,97983,86890,71362,56336,39827,22290,9099,2507
48183,05000US48183,48,123494,114172,104862,96428,91512,79588,62490,47759,33188,18205,8150,2725
48185,05000US48185,48,27630,26096,24492,22517,21410,18973,15800,12192,8523,4554,1653,500
48187,05000US48187,48,155137,145227,133918,122521,115260,101274,81592,59951,38552,20739,8172,2027
48189,05000US48189,48,34113,31721,29377,26332,24755,20893,16195,12209,8162,4492,2074,732
48191,05000US48191,48,3074,2950,2798,2503,2360,2084,1833,1503,1132,709,332,89
48193,05000US48193,48,8269,7800,7298,6844,6562,5925,5093,4200,3271,2082,1032,433
48195,05000US48195,48,5547,5080,4717,4244,3914,3377,2719,1983,1439,863,376,106
48197,05000US48197,48,3952,3756,3465,3158,3037,2722,2257,1856,1326,799,342,123
48199,05000US48199,48,56379,52640,49020,44832,42386,37792,30937,23743,16594,9195,3593,902
48201,05000US48201,48,4602523,4249724,3903312,3560318,3362147,2923369,2176068,1518661,942111,452327,169956,45967
48203,05000US48203,48,66645,62291,57314,52594,49597,43759,35917,27793,19540,10680,4241,1282
48205,05000US48205,48,5767,5456,5131,4742,4517,4335,3220,2189,1444,827,381,61
48207,05000US48207,48,5809,5566,5235,4913,4691,4118,3409,2669,2008,1261,583,212
48209,05000US48209,48,204150,191408,177826,164435,156653,121585,92707,65953,42393,21285,7421,1639
48211,05000US48211,48,4061,3801,3445,2972,2759,2440,2049,1440,997,540,214,66
48213,05000US48213,48,80460,75923,71242,66161,62976,56575,48007,39317,29127,17400,7423,1723
48215,05000US48215,48,849389,769339,692969,613089,566969,473253,360076,250750,159696,90250,39707,10384
48217,05000US48217,48,35399,33286,30924,28569,27100,24146,20291,16495,12084,7220,3123,690
48219,05000US48219,48,23162,21604,19933,18111,17071,14354,11261,8602,5959,3192,1383,460
48221,05000US48221,48,56901,53792,50572,47066,44905,41014,35100,29459,22517,13807,5924,1393
48223,05000US48223,48,36240,33920,31468,28679,27182,24295,19939,15719,11067,6478,2748,589
48225,05000US48225,48,22955,21774,20402,19241,18474,16692,14280,11259,8077,4834,2229,686
48227,05000US48227,48,36667,34358,32226,29902,28655,24970,19362,14184,8917,4596,2045,541
48229,05000US48229,48,4098,3891,3529,3249,3118,2740,2092,1745,1237,639,254,41
48231,05000US48231,48,92152,86348,80208,73903,70024,60942,49642,38825,26541,14522,5894,1460
48233,05000US48233,48,21571,20147,18429,16985,15974,14141,11507,8794,6317,3387,1485,334
48235,05000US48235,48,1524,1464,1362,1221,1168,1007,885,745,531,289,144,50
48237,05000US48237,48,8842,8349,7900,7323,6976,6073,4916,3745,2565,1504,641,173
48239,05000US48239,48,14820,13767,12663,11625,11024,9840,8202,6207,4514,2491,1182,394
48241,05000US48241,48,35504,33385,31012,28364,26912,23947,20175,16215,11595,6730,2734,867
48243,05000US48243,48,2234,2173,2065,1905,1810,1706,1568,1366,1115,706,165,34
